ID_Magsasaka,Bayan,Uri_ng_Lupa,Panahon,Taon,Petsa_ng_Pagtatanim,Petsa_ng_Pag_aani,Uri_ng_Palay,Sukat_ng_Bukid_Ektarya,Inaasahang_Ani_Sako,Aktwal_na_Ani_Sako,Kilos_kada_Sako,Kabuuang_Kilos,Presyo_kada_Kilo,Kabuuang_Kita,Tagal_ng_Paglago_Araw,Kabuuang_Ulan_mm,Temperatura_Celsius,Antas_ng_Tagumpay,Mga_Hamon,Mga_Rekomendasyon
Cab063,Cabanatuan,Mabuhanging Burak,Tag-araw,2020,2019-12-03,2020-03-18,NSIC Rc354,3.89,74.0,61.0,60,3671.65,17.32,63592.96,106,57.19,32.1,6.9,Wala,Wala
Cab064,Cabanatuan,Banlik,Tag-araw,2020,2020-01-21,2020-05-10,NSIC Rc238,1.62,85.0,71.0,60,4276.51,17.32,74069.08,110,132.62,28.7,8.8,Wala,Wala
Cab065,Cabanatuan,Buhanging Lupa,Tag-araw,2020,2019-12-26,2020-04-17,NSIC Rc438,2.39,68.0,59.0,60,3556.76,17.32,61603.09,113,124.01,29.9,8.9,Wala,Wala
Cab066,Cabanatuan,Buhanging Lupa,Tag-araw,2020,2019-12-25,2020-04-21,NSIC Rc438,3.37,90.0,72.0,60,4298.98,17.32,74458.26,118,141.14,30.1,7.4,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Cab067,Cabanatuan,Burak,Tag-araw,2020,2020-01-22,2020-05-16,NSIC Rc438,0.85,78.0,63.0,60,3802.8,17.32,65864.46,115,134.64,34.2,8.0,Wala,Wala
Cab068,Cabanatuan,Mabuhanging Burak,Tag-araw,2020,2020-01-12,2020-04-29,NSIC Rc354,4.53,100.0,78.0,60,4679.43,17.32,81047.73,108,143.07,32.5,7.3,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Cab069,Cabanatuan,Mabuhanging Burak,Tag-araw,2020,2019-12-15,2020-03-30,NSIC Rc438,2.41,80.0,68.0,60,4059.5,17.32,70310.6,106,88.43,30.8,7.0,Wala,Wala
Cab070,Cabanatuan,Malagkit na Lupa,Tag-araw,2020,2019-12-06,2020-03-16,NSIC Rc160,4.61,94.0,77.0,60,4612.16,17.32,79882.55,101,173.55,30.6,6.9,Wala,Wala
Cab071,Cabanatuan,Malagkit na Lupa,Tag-araw,2020,2019-12-17,2020-03-31,NSIC Rc354,2.14,70.0,63.0,60,3809.08,17.32,65973.28,105,48.15,33.3,7.2,Wala,Wala
Cab072,Cabanatuan,Burak,Tag-araw,2020,2020-01-08,2020-04-17,NSIC Rc160,3.31,95.0,79.0,60,4754.95,17.32,82355.73,100,60.19,30.1,6.3,Wala,Wala
Cab073,Cabanatuan,Banlik,Tag-araw,2020,2020-01-09,2020-04-21,NSIC Rc354,3.66,89.0,79.0,60,4712.6,17.32,81622.17,103,27.82,31.0,6.5,Wala,Wala
Cab074,Cabanatuan,Banlik,Tag-araw,2020,2020-01-27,2020-05-06,NSIC Rc160,4.98,91.0,78.0,60,4674.07,17.32,80954.86,100,95.86,32.5,6.4,Wala,Wala
Sci000,Science City of Muñoz,Buhanging Lupa,Tag-araw,2020,2019-12-22,2020-04-08,NSIC Rc238,4.17,85.0,66.0,60,3947.57,17.32,68371.97,108,147.57,33.1,7.3,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Sci001,Science City of Muñoz,Buhanging Lupa,Tag-araw,2020,2019-12-04,2020-04-02,NSIC Rc354,4.31,94.0,78.0,60,4708.58,17.32,81552.69,120,90.46,31.6,6.9,Wala,Wala
Sci002,Science City of Muñoz,Burak,Tag-araw,2020,2019-12-06,2020-04-01,NSIC Rc354,2.68,78.0,63.0,60,3758.21,17.32,65092.16,117,125.51,34.5,7.4,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Sci003,Science City of Muñoz,Malagkit na Lupa,Tag-araw,2020,2020-01-14,2020-05-13,NSIC Rc160,4.98,87.0,70.0,60,4191.03,17.32,72588.66,120,106.32,31.1,7.4,Wala,Wala
Sci004,Science City of Muñoz,Banlik,Tag-araw,2020,2019-12-06,2020-03-16,NSIC Rc354,4.72,91.0,75.0,60,4528.23,17.32,78429.0,101,50.36,29.1,6.9,Wala,Wala
Sci005,Science City of Muñoz,Buhanging Lupa,Tag-araw,2020,2019-12-05,2020-03-14,NSIC Rc238,4.72,89.0,76.0,60,4548.53,17.32,78780.57,100,133.31,33.2,7.0,Wala,Wala
Sci006,Science City of Muñoz,Malagkit na Lupa,Tag-araw,2020,2019-12-17,2020-03-26,NSIC Rc160,4.15,82.0,70.0,60,4214.97,17.32,73003.26,100,128.87,31.7,7.0,Wala,Wala
Sci007,Science City of Muñoz,Mabuhanging Burak,Tag-araw,2020,2019-12-14,2020-04-01,NSIC Rc160,2.07,80.0,70.0,60,4201.78,17.32,72774.79,109,170.35,31.0,7.7,Wala,Wala
Sci008,Science City of Muñoz,Buhanging Lupa,Tag-araw,2020,2020-01-14,2020-05-08,NSIC Rc354,3.67,78.0,58.0,60,3478.14,17.32,60241.32,115,147.76,31.9,7.8,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Sci009,Science City of Muñoz,Malagkit na Lupa,Tag-araw,2020,2020-01-10,2020-05-07,NSIC Rc160,0.81,75.0,61.0,60,3675.51,17.32,63659.85,118,69.58,33.2,6.9,Wala,Wala
Sci010,Science City of Muñoz,Banlik,Tag-araw,2020,2020-01-04,2020-04-21,NSIC Rc160,3.78,80.0,68.0,60,4061.46,17.32,70344.49,108,120.48,32.7,7.6,Wala,Wala
Sci011,Science City of Muñoz,Mabuhanging Burak,Tag-araw,2020,2019-12-03,2020-03-28,NSIC Rc354,1.65,98.0,79.0,60,4720.07,17.32,81751.61,116,104.06,31.9,7.4,Wala,Wala
Sci012,Science City of Muñoz,Malagkit na Lupa,Tag-araw,2020,2019-12-18,2020-04-13,NSIC Rc438,0.95,73.0,62.0,60,3693.12,17.32,63964.83,117,219.42,34.4,8.2,Wala,Wala
Sci013,Science City of Muñoz,Burak,Tag-araw,2020,2020-01-05,2020-04-17,NSIC Rc438,2.29,71.0,58.0,60,3450.31,17.32,59759.38,103,136.14,32.2,6.8,Wala,Wala
Sci014,Science City of Muñoz,Mabuhanging Burak,Tag-araw,2020,2019-12-06,2020-03-20,NSIC Rc438,2.56,100.0,82.0,60,4891.7,17.32,84724.33,105,150.36,33.0,7.5,Wala,Wala
Sci015,Science City of Muñoz,Banlik,Tag-araw,2020,2019-12-09,2020-03-27,NSIC Rc160,4.58,68.0,52.0,60,3100.42,17.32,53699.22,109,101.31,31.4,7.2,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Sci016,Science City of Muñoz,Burak,Tag-araw,2020,2020-01-27,2020-05-11,NSIC Rc438,0.61,90.0,71.0,60,4232.14,17.32,73300.64,105,95.95,25.7,7.3,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Sci017,Science City of Muñoz,Mabuhanging Burak,Tag-araw,2020,2020-01-07,2020-04-29,NSIC Rc238,3.86,80.0,68.0,60,4056.8,17.32,70263.75,113,110.53,31.0,8.2,Wala,Wala
Sci018,Science City of Muñoz,Malagkit na Lupa,Tag-araw,2020,2019-12-03,2020-03-29,NSIC Rc160,1.85,70.0,62.0,60,3743.12,17.32,64830.83,117,179.63,32.0,7.8,Wala,Wala
Sci019,Science City of Muñoz,Malagkit na Lupa,Tag-araw,2020,2019-12-01,2020-03-15,NSIC Rc238,4.93,73.0,73.0,60,4401.23,17.32,76229.32,105,40.55,31.9,7.6,Wala,Wala
Sci020,Science City of Muñoz,Buhanging Lupa,Tag-araw,2020,2019-12-25,2020-04-14,NSIC Rc438,3.14,90.0,72.0,60,4313.05,17.32,74702.06,111,47.69,32.9,7.4,Wala,Wala
Sci021,Science City of Muñoz,Banlik,Tag-araw,2020,2019-12-09,2020-03-20,NSIC Rc160,3.74,98.0,86.0,60,5182.19,17.32,89755.55,102,114.55,33.9,7.1,Wala,Wala
Sci022,Science City of Muñoz,Mabuhanging Burak,Tag-araw,2020,2020-01-20,2020-05-15,NSIC Rc160,2.12,77.0,62.0,60,3732.81,17.32,64652.33,116,60.46,32.1,6.9,Wala,Wala
Sci023,Science City of Muñoz,Banlik,Tag-araw,2020,2020-01-15,2020-04-24,NSIC Rc238,1.06,94.0,88.0,60,5309.09,17.32,91953.48,100,31.75,33.4,6.7,Wala,Wala
Sci024,Science City of Muñoz,Buhanging Lupa,Tag-araw,2020,2019-12-11,2020-03-24,NSIC Rc438,4.45,82.0,71.0,60,4286.19,17.32,74236.75,104,125.94,33.0,7.1,Wala,Wala
Sci025,Science City of Muñoz,Banlik,Tag-araw,2020,2020-01-25,2020-05-10,NSIC Rc160,4.56,79.0,71.0,60,4249.01,17.32,73592.8,106,100.08,32.8,7.8,Wala,Wala
Sci026,Science City of Muñoz,Mabuhanging Burak,Tag-araw,2020,2020-01-02,2020-04-27,NSIC Rc160,3.31,82.0,71.0,60,4252.24,17.32,73648.76,116,180.22,31.4,7.7,Wala,Wala
Sci027,Science City of Muñoz,Buhanging Lupa,Tag-araw,2020,2019-12-10,2020-04-05,NSIC Rc238,2.82,95.0,88.0,60,5256.91,17.32,91049.7,117,106.93,29.8,8.5,Wala,Wala
Sci028,Science City of Muñoz,Burak,Tag-araw,2020,2020-01-12,2020-05-04,NSIC Rc438,3.84,98.0,85.0,60,5070.42,17.32,87819.66,113,56.59,32.2,7.7,Wala,Wala
Sci029,Science City of Muñoz,Burak,Tag-araw,2020,2019-12-05,2020-03-27,NSIC Rc354,0.82,74.0,64.0,60,3812.82,17.32,66037.96,113,155.2,31.5,8.3,Wala,Wala
Sci030,Science City of Muñoz,Mabuhanging Burak,Tag-araw,2020,2019-12-05,2020-03-27,NSIC Rc160,2.64,86.0,69.0,60,4126.39,17.32,71469.09,113,88.2,31.2,7.4,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Sci031,Science City of Muñoz,Banlik,Tag-araw,2020,2019-12-11,2020-03-28,NSIC Rc354,3.65,80.0,77.0,60,4623.58,17.32,80080.4,108,73.26,32.6,7.4,Wala,Wala
Sci032,Science City of Muñoz,Malagkit na Lupa,Tag-araw,2020,2019-12-14,2020-04-01,NSIC Rc354,0.59,85.0,66.0,60,3954.64,17.32,68494.42,109,25.14,34.6,6.7,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Sci033,Science City of Muñoz,Burak,Tag-araw,2020,2019-12-21,2020-04-19,NSIC Rc438,2.03,97.0,81.0,60,4835.4,17.32,83749.07,120,66.73,33.4,6.9,Wala,Wala
Sci034,Science City of Muñoz,Burak,Tag-araw,2020,2020-01-12,2020-05-11,NSIC Rc438,3.8,96.0,79.0,60,4721.94,17.32,81784.08,120,36.5,33.3,6.9,Wala,Wala
Sci035,Science City of Muñoz,Burak,Tag-araw,2020,2020-01-03,2020-04-28,NSIC Rc160,4.69,83.0,77.0,60,4633.97,17.32,80260.29,116,133.6,32.8,7.9,Wala,Wala
Sci036,Science City of Muñoz,Malagkit na Lupa,Tag-araw,2020,2019-12-22,2020-04-07,NSIC Rc238,2.85,96.0,85.0,60,5100.06,17.32,88332.96,107,50.28,32.5,7.1,Wala,Wala
Sci037,Science City of Muñoz,Buhanging Lupa,Tag-araw,2020,2020-01-06,2020-05-04,NSIC Rc438,3.37,71.0,64.0,60,3813.85,17.32,66055.8,119,40.85,31.5,7.2,Wala,Wala
Sci038,Science City of Muñoz,Burak,Tag-araw,2020,2020-01-01,2020-04-28,NSIC Rc354,0.62,69.0,55.0,60,3308.09,17.32,57296.03,118,151.47,33.6,7.4,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Sci039,Science City of Muñoz,Banlik,Tag-araw,2020,2020-01-10,2020-04-19,NSIC Rc160,0.86,78.0,62.0,60,3719.24,17.32,64417.18,100,100.76,30.1,6.8,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Sci040,Science City of Muñoz,Banlik,Tag-araw,2020,2020-01-13,2020-05-04,NSIC Rc438,2.12,89.0,70.0,60,4175.82,17.32,72325.28,112,132.28,32.0,7.9,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Sci041,Science City of Muñoz,Banlik,Tag-araw,2020,2020-01-16,2020-04-25,NSIC Rc354,4.7,71.0,59.0,60,3519.01,17.32,60949.25,100,-16.02,33.6,6.3,Wala,Wala
Sci042,Science City of Muñoz,Malagkit na Lupa,Tag-araw,2020,2019-12-24,2020-04-12,NSIC Rc438,4.49,73.0,68.0,60,4072.9,17.32,70542.58,110,98.79,34.4,7.9,Wala,Wala
Sci043,Science City of Muñoz,Burak,Tag-araw,2020,2019-12-09,2020-03-25,NSIC Rc354,2.92,83.0,72.0,60,4290.3,17.32,74307.96,107,45.24,25.6,7.7,Wala,Wala
Sci044,Science City of Muñoz,Mabuhanging Burak,Tag-araw,2020,2020-01-15,2020-05-07,NSIC Rc354,2.09,88.0,78.0,60,4653.97,17.32,80606.75,113,113.95,32.6,8.3,Wala,Wala
Sci045,Science City of Muñoz,Banlik,Tag-araw,2020,2019-12-06,2020-03-31,NSIC Rc438,1.15,70.0,59.0,60,3519.24,17.32,60953.25,116,15.47,30.0,7.0,Wala,Wala
Sci046,Science City of Muñoz,Buhanging Lupa,Tag-araw,2020,2019-12-03,2020-03-16,NSIC Rc238,3.4,99.0,91.0,60,5436.21,17.32,94155.17,104,237.76,31.4,7.9,Wala,Wala
Sci047,Science City of Muñoz,Buhanging Lupa,Tag-araw,2020,2019-12-14,2020-03-28,NSIC Rc160,3.35,86.0,66.0,60,3939.96,17.32,68240.17,105,136.55,30.7,7.3,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Sci048,Science City of Muñoz,Burak,Tag-araw,2020,2020-01-26,2020-05-22,NSIC Rc238,4.48,96.0,87.0,60,5243.94,17.32,90825.02,117,-4.52,31.7,7.2,Wala,Wala
Sci049,Science City of Muñoz,Mabuhanging Burak,Tag-araw,2020,2019-12-13,2020-03-26,NSIC Rc354,1.75,97.0,83.0,60,5004.75,17.32,86682.35,104,86.72,31.2,6.5,Wala,Wala
Sci050,Science City of Muñoz,Malagkit na Lupa,Tag-araw,2020,2020-01-03,2020-04-24,NSIC Rc238,4.83,82.0,58.0,60,3486.85,17.32,60392.19,112,94.27,32.5,7.0,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Sci051,Science City of Muñoz,Banlik,Tag-araw,2020,2020-01-04,2020-04-22,NSIC Rc438,4.79,74.0,66.0,60,3977.98,17.32,68898.63,109,92.49,29.5,7.8,Wala,Wala
Sci052,Science City of Muñoz,Banlik,Tag-araw,2020,2019-12-20,2020-04-12,NSIC Rc438,4.88,72.0,66.0,60,3966.91,17.32,68706.93,114,124.31,28.1,9.1,Wala,Wala
Sci053,Science City of Muñoz,Burak,Tag-araw,2020,2019-12-23,2020-04-03,NSIC Rc354,3.5,99.0,88.0,60,5293.18,17.32,91677.89,102,-2.52,33.5,6.6,Wala,Wala
Sci054,Science City of Muñoz,Mabuhanging Burak,Tag-araw,2020,2020-01-06,2020-04-19,NSIC Rc354,3.81,69.0,55.0,60,3323.29,17.32,57559.45,104,125.35,31.9,6.8,Wala,Wala
Sci055,Science City of Muñoz,Malagkit na Lupa,Tag-araw,2020,2020-01-08,2020-04-30,NSIC Rc354,1.4,75.0,60.0,60,3606.38,17.32,62462.57,113,30.23,30.6,7.4,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Sci056,Science City of Muñoz,Malagkit na Lupa,Tag-araw,2020,2020-01-19,2020-05-02,NSIC Rc438,1.78,75.0,65.0,60,3928.42,17.32,68040.32,104,86.86,28.8,7.1,Wala,Wala
Sci057,Science City of Muñoz,Banlik,Tag-araw,2020,2020-01-11,2020-04-29,NSIC Rc354,2.08,79.0,70.0,60,4189.25,17.32,72557.83,109,63.05,33.3,7.1,Wala,Wala
Sci058,Science City of Muñoz,Banlik,Tag-araw,2020,2020-01-15,2020-05-11,NSIC Rc354,3.53,89.0,78.0,60,4692.61,17.32,81275.97,117,171.37,31.2,7.7,Wala,Wala
Sci059,Science City of Muñoz,Burak,Tag-araw,2020,2019-12-16,2020-04-02,NSIC Rc160,2.33,92.0,78.0,60,4709.62,17.32,81570.61,108,137.82,28.2,8.2,Wala,Wala
Sci060,Science City of Muñoz,Banlik,Tag-araw,2020,2020-01-09,2020-05-07,NSIC Rc160,0.65,89.0,72.0,60,4310.33,17.32,74654.87,119,132.97,30.4,7.4,Wala,Wala
Sci061,Science City of Muñoz,Malagkit na Lupa,Tag-araw,2020,2019-12-24,2020-04-04,NSIC Rc238,0.58,84.0,72.0,60,4340.7,17.32,75180.93,102,115.37,31.5,7.0,Wala,Wala
Sci062,Science City of Muñoz,Buhanging Lupa,Tag-araw,2020,2020-01-06,2020-04-18,NSIC Rc160,3.93,74.0,62.0,60,3724.41,17.32,64506.76,103,166.02,30.3,6.9,Wala,Wala
Sci063,Science City of Muñoz,Banlik,Tag-araw,2020,2020-01-21,2020-05-11,NSIC Rc160,3.76,72.0,60.0,60,3596.4,17.32,62289.71,111,131.38,31.4,8.1,Wala,Wala
Sci064,Science City of Muñoz,Banlik,Tag-araw,2020,2020-01-15,2020-05-10,NSIC Rc438,1.82,92.0,80.0,60,4779.72,17.32,82784.69,116,92.08,31.6,7.1,Wala,Wala
Sci065,Science City of Muñoz,Buhanging Lupa,Tag-araw,2020,2020-01-08,2020-04-24,NSIC Rc160,4.39,74.0,68.0,60,4102.06,17.32,71047.67,107,57.72,32.0,7.3,Wala,Wala
Sci066,Science City of Muñoz,Malagkit na Lupa,Tag-araw,2020,2019-12-21,2020-04-01,NSIC Rc354,1.57,71.0,65.0,60,3879.96,17.32,67200.85,102,96.87,32.5,6.6,Wala,Wala
Sci067,Science City of Muñoz,Banlik,Tag-araw,2020,2019-12-07,2020-04-04,NSIC Rc160,4.17,78.0,67.0,60,4008.3,17.32,69423.71,119,104.23,33.6,7.6,Wala,Wala
Sci068,Science City of Muñoz,Burak,Tag-araw,2020,2020-01-07,2020-04-24,NSIC Rc354,3.57,67.0,54.0,60,3234.79,17.32,56026.55,108,146.18,29.9,8.0,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Sci069,Science City of Muñoz,Banlik,Tag-araw,2020,2019-12-08,2020-04-04,NSIC Rc438,3.48,75.0,61.0,60,3677.87,17.32,63700.76,118,143.44,29.6,8.0,Wala,Wala
Sci070,Science City of Muñoz,Banlik,Tag-araw,2020,2019-12-13,2020-03-23,NSIC Rc238,2.5,82.0,65.0,60,3914.54,17.32,67799.83,101,129.39,33.2,6.8,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Sci071,Science City of Muñoz,Burak,Tag-araw,2020,2020-01-07,2020-04-25,NSIC Rc438,4.39,90.0,80.0,60,4777.68,17.32,82749.42,109,4.43,32.2,7.2,Wala,Wala
Sci072,Science City of Muñoz,Buhanging Lupa,Tag-araw,2020,2019-12-14,2020-03-24,NSIC Rc438,1.0,74.0,64.0,60,3831.37,17.32,66359.3,101,76.58,30.5,6.5,Wala,Wala
Sci073,Science City of Muñoz,Burak,Tag-araw,2020,2020-01-21,2020-05-07,NSIC Rc238,3.52,67.0,65.0,60,3929.36,17.32,68056.51,107,167.54,30.7,8.1,Wala,Wala
Sci074,Science City of Muñoz,Burak,Tag-araw,2020,2019-12-22,2020-04-02,NSIC Rc238,3.09,75.0,61.0,60,3641.42,17.32,63069.37,102,59.68,32.2,6.2,Wala,Wala
Sci075,Science City of Muñoz,Banlik,Tag-araw,2020,2020-01-07,2020-04-30,NSIC Rc160,4.28,77.0,64.0,60,3855.79,17.32,66782.25,114,134.28,31.7,8.1,Wala,Wala
Sci076,Science City of Muñoz,Buhanging Lupa,Tag-araw,2020,2020-01-11,2020-05-02,NSIC Rc354,1.21,95.0,76.0,60,4561.14,17.32,78998.91,112,158.32,33.1,8.0,Wala,Wala
San000,San Jose,Banlik,Tag-araw,2020,2019-12-28,2020-04-07,NSIC Rc238,1.5,67.0,55.0,60,3277.74,17.32,56770.43,101,-8.91,30.9,6.3,Wala,Wala
San001,San Jose,Burak,Tag-araw,2020,2020-01-17,2020-05-15,NSIC Rc160,2.29,95.0,71.0,60,4283.64,17.32,74192.66,119,71.91,33.0,6.6,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
San002,San Jose,Banlik,Tag-araw,2020,2020-01-08,2020-04-26,NSIC Rc438,3.5,81.0,64.0,60,3826.76,17.32,66279.47,109,-31.24,37.1,6.1,Matinding Init; Mababang Ani,Regular na pagpapatubig; Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
San003,San Jose,Buhanging Lupa,Tag-araw,2020,2019-12-03,2020-03-14,NSIC Rc238,0.64,89.0,73.0,60,4364.68,17.32,75596.23,102,126.55,32.3,6.9,Wala,Wala
San004,San Jose,Burak,Tag-araw,2020,2020-01-10,2020-04-21,NSIC Rc238,4.51,82.0,65.0,60,3921.39,17.32,67918.54,102,159.08,36.7,6.2,Matinding Init; Mababang Ani,Regular na pagpapatubig; Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
San005,San Jose,Burak,Tag-araw,2020,2020-01-27,2020-05-19,NSIC Rc160,3.89,69.0,56.0,60,3380.84,17.32,58556.09,113,143.54,33.9,8.1,Wala,Wala
San006,San Jose,Mabuhanging Burak,Tag-araw,2020,2019-12-15,2020-04-04,NSIC Rc438,1.88,82.0,69.0,60,4139.57,17.32,71697.38,111,106.53,31.7,8.2,Wala,Wala
San007,San Jose,Malagkit na Lupa,Tag-araw,2020,2019-12-13,2020-03-25,NSIC Rc438,2.94,91.0,73.0,60,4397.69,17.32,76167.97,103,76.21,30.3,6.2,Wala,Wala
San008,San Jose,Mabuhanging Burak,Tag-araw,2020,2019-12-23,2020-04-02,NSIC Rc354,3.31,67.0,51.0,60,3086.8,17.32,53463.36,101,65.65,29.3,6.7,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
San009,San Jose,Banlik,Tag-araw,2020,2019-12-19,2020-04-05,NSIC Rc238,4.65,91.0,81.0,60,4830.55,17.32,83665.16,108,96.21,28.6,7.7,Wala,Wala
San010,San Jose,Malagkit na Lupa,Tag-araw,2020,2019-12-15,2020-04-13,NSIC Rc238,3.64,99.0,91.0,60,5435.97,17.32,94150.93,120,109.55,31.9,7.8,Wala,Wala
San011,San Jose,Malagkit na Lupa,Tag-araw,2020,2020-01-10,2020-05-05,NSIC Rc160,2.23,91.0,85.0,60,5077.45,17.32,87941.52,116,107.35,31.0,7.9,Wala,Wala
San012,San Jose,Buhanging Lupa,Tag-araw,2020,2019-12-25,2020-04-06,NSIC Rc160,4.99,94.0,73.0,60,4381.4,17.32,75885.92,103,253.84,34.7,7.3,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
San013,San Jose,Buhanging Lupa,Tag-araw,2020,2020-01-16,2020-05-10,NSIC Rc160,2.61,94.0,78.0,60,4670.04,17.32,80885.07,115,37.77,32.5,7.5,Wala,Wala
San014,San Jose,Malagkit na Lupa,Tag-araw,2020,2019-12-08,2020-04-06,NSIC Rc438,1.36,100.0,89.0,60,5369.46,17.32,92999.0,120,69.6,30.0,7.8,Wala,Wala
San015,San Jose,Burak,Tag-araw,2020,2020-01-11,2020-05-09,NSIC Rc238,3.28,79.0,66.0,60,3941.1,17.32,68259.79,119,33.0,32.9,6.9,Wala,Wala
San016,San Jose,Banlik,Tag-araw,2020,2019-12-13,2020-04-01,NSIC Rc438,4.38,68.0,59.0,60,3541.44,17.32,61337.78,110,65.93,33.9,7.7,Wala,Wala
San017,San Jose,Banlik,Tag-araw,2020,2019-12-19,2020-03-28,NSIC Rc160,2.91,85.0,72.0,60,4304.55,17.32,74554.82,100,149.69,34.7,7.0,Wala,Wala
San018,San Jose,Mabuhanging Burak,Tag-araw,2020,2019-12-25,2020-04-23,NSIC Rc438,4.69,81.0,69.0,60,4114.65,17.32,71265.75,120,57.38,33.0,7.0,Wala,Wala
San019,San Jose,Banlik,Tag-araw,2020,2019-12-20,2020-04-01,NSIC Rc238,0.77,100.0,83.0,60,4991.13,17.32,86446.45,103,131.62,31.1,6.9,Wala,Wala
San020,San Jose,Mabuhanging Burak,Tag-araw,2020,2020-01-16,2020-05-06,NSIC Rc160,4.8,91.0,74.0,60,4432.15,17.32,76764.8,111,61.41,35.2,6.8,Matinding Init,Regular na pagpapatubig
San021,San Jose,Burak,Tag-araw,2020,2020-01-23,2020-05-13,NSIC Rc438,4.71,98.0,80.0,60,4781.67,17.32,82818.49,111,111.37,33.3,8.1,Wala,Wala
San022,San Jose,Buhanging Lupa,Tag-araw,2020,2020-01-07,2020-04-20,NSIC Rc160,3.97,68.0,57.0,60,3431.58,17.32,59434.9,104,58.9,29.6,7.0,Wala,Wala
San023,San Jose,Malagkit na Lupa,Tag-araw,2020,2019-12-04,2020-03-23,NSIC Rc160,2.81,90.0,83.0,60,4962.06,17.32,85942.8,110,71.53,31.8,7.9,Wala,Wala
San024,San Jose,Malagkit na Lupa,Tag-araw,2020,2019-12-17,2020-04-02,NSIC Rc438,0.79,76.0,66.0,60,3969.53,17.32,68752.18,107,46.79,32.0,7.1,Wala,Wala
San025,San Jose,Banlik,Tag-araw,2020,2020-01-12,2020-05-11,NSIC Rc354,3.63,93.0,75.0,60,4519.45,17.32,78276.85,120,15.57,29.8,7.5,Wala,Wala
San026,San Jose,Mabuhanging Burak,Tag-araw,2020,2019-12-26,2020-04-24,NSIC Rc354,2.71,82.0,72.0,60,4301.98,17.32,74510.35,120,133.55,33.2,7.7,Wala,Wala
San027,San Jose,Banlik,Tag-araw,2020,2019-12-16,2020-04-02,NSIC Rc238,4.36,78.0,61.0,60,3632.72,17.32,62918.75,108,80.41,30.0,7.3,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
San028,San Jose,Malagkit na Lupa,Tag-araw,2020,2020-01-12,2020-05-05,NSIC Rc238,4.18,69.0,56.0,60,3349.15,17.32,58007.32,114,48.63,31.3,7.5,Wala,Wala
San029,San Jose,Mabuhanging Burak,Tag-araw,2020,2020-01-08,2020-04-22,NSIC Rc160,1.96,82.0,62.0,60,3736.29,17.32,64712.55,105,132.23,33.9,7.3,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
San030,San Jose,Buhanging Lupa,Tag-araw,2020,2020-01-09,2020-05-06,NSIC Rc160,2.41,92.0,83.0,60,4952.79,17.32,85782.29,118,75.17,29.7,7.8,Wala,Wala
San031,San Jose,Banlik,Tag-araw,2020,2019-12-13,2020-04-10,NSIC Rc238,3.91,94.0,85.0,60,5103.93,17.32,88400.13,119,113.39,30.4,7.8,Wala,Wala
San032,San Jose,Malagkit na Lupa,Tag-araw,2020,2019-12-18,2020-04-04,NSIC Rc438,1.0,72.0,63.0,60,3754.01,17.32,65019.5,108,74.09,34.7,7.1,Wala,Wala
San033,San Jose,Burak,Tag-araw,2020,2019-12-07,2020-03-31,NSIC Rc354,1.52,78.0,66.0,60,3951.73,17.32,68443.98,115,141.36,32.3,8.2,Wala,Wala
San034,San Jose,Banlik,Tag-araw,2020,2019-12-23,2020-04-15,NSIC Rc354,3.72,82.0,77.0,60,4635.28,17.32,80283.1,114,36.4,32.4,8.0,Wala,Wala
San035,San Jose,Burak,Tag-araw,2020,2020-01-14,2020-05-03,NSIC Rc354,3.86,71.0,59.0,60,3546.78,17.32,61430.26,110,153.13,31.2,8.1,Wala,Wala
