Petsa,Bayan,Barangay,Sukat_ng_Bukid_Ektarya,Uri_ng_Palay,Petsa_ng_Pagtatanim,Yugto_ng_Palay,Inaasahang_Ani_Tonelada,Totoong_Ani_Tonelada,Sanhi_ng_Pinsala,Porsyento_ng_Pinsala,Pinagkukunan_ng_Tubig,Uri_ng_Lupa,Dami_ng_Abono_Kilo,Gumamit_ng_Pestisidyo,Kondisyon_ng_Panahon,Datos_ng_Bagyo
2022-05-10,Guimba,San Bernardino,0.88,NSIC Rc216,2022-01-19,Paglaki,4.84,4.6,Wala,5,Maliit na Sistema ng Irigasyon,Burak,173,Oo,"{'dami_ng_ulan_mm': 259, 'pinakamataas_na_temp': 33, 'pinakamababang_temp': 24, 'halumigmig': 68}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-10-19,Zaragoza,Mayo,3.68,PSB Rc82,2021-07-06,Paglaki,4.33,4.2,Wala,3,UPRIIS - Distrito 4,Mabuhanging Burak,110,Oo,"{'dami_ng_ulan_mm': 359, 'pinakamataas_na_temp': 33, 'pinakamababang_temp': 25, 'halumigmig': 85}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-09-16,Cabanatuan,Bantug,3.2,NSIC Rc354,2022-05-28,Pamumulaklak,5.98,4.07,Inday,32,UPRIIS - Distrito 4,Burak,152,Oo,"{'dami_ng_ulan_mm': 147, 'pinakamataas_na_temp': 32, 'pinakamababang_temp': 25, 'halumigmig': 83}","{'pangalan': 'Inday', 'lakas_ng_hangin': 130, 'ulan': 450, 'tagal': 31}"
2023-11-13,Cabanatuan,Embarcadero,1.0,NSIC Rc160,2023-08-08,Pamumulaklak,5.96,5.42,Wala,9,UPRIIS - Distrito 3,Banlik,169,Hindi,"{'dami_ng_ulan_mm': 283, 'pinakamataas_na_temp': 34, 'pinakamababang_temp': 25, 'halumigmig': 78}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-07-29,Science City of Muñoz,Linglingay,2.58,NSIC Rc402,2023-04-09,Paglaki,4.51,2.89,Egay,36,UPRIIS - Distrito 1,Burak,164,Oo,"{'dami_ng_ulan_mm': 342, 'pinakamataas_na_temp': 31, 'pinakamababang_temp': 26, 'halumigmig': 74}","{'pangalan': 'Egay', 'lakas_ng_hangin': 95, 'ulan': 250, 'tagal': 41}"
2023-09-14,Aliaga,Bibiclat,1.65,NSIC Rc222,2023-05-28,Pamumulaklak,5.97,5.43,Wala,9,UPRIIS - Distrito 2,Malagkit na Lupa,179,Oo,"{'dami_ng_ulan_mm': 272, 'pinakamataas_na_temp': 34, 'pinakamababang_temp': 25, 'halumigmig': 77}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-02-22,Santa Rosa,Tagpos,0.85,NSIC Rc160,2022-10-28,Paghinog,4.39,4.35,Wala,1,UPRIIS - Distrito 4,Malagkit na Lupa,124,Oo,"{'dami_ng_ulan_mm': 230, 'pinakamataas_na_temp': 30, 'pinakamababang_temp': 26, 'halumigmig': 65}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-08-03,Science City of Muñoz,Villa Marina,2.17,NSIC Rc238,2022-04-06,Pamumulaklak,4.98,1.59,Henry,68,UPRIIS - Distrito 2,Buhanging Lupa,142,Oo,"{'dami_ng_ulan_mm': 147, 'pinakamataas_na_temp': 34, 'pinakamababang_temp': 26, 'halumigmig': 67}","{'pangalan': 'Henry', 'lakas_ng_hangin': 110, 'ulan': 350, 'tagal': 41}"
2023-01-28,Science City of Muñoz,Magtanggol,2.09,NSIC Rc222,2022-10-17,Pamumulaklak,4.05,3.85,Wala,5,Maliit na Sistema ng Irigasyon,Mabuhanging Burak,109,Oo,"{'dami_ng_ulan_mm': 220, 'pinakamataas_na_temp': 33, 'pinakamababang_temp': 26, 'halumigmig': 65}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-11-26,Science City of Muñoz,Villa Marina,4.65,NSIC Rc438,2021-08-10,Paglaki,5.44,4.95,Wala,9,Tubig-ulan,Buhanging Lupa,100,Hindi,"{'dami_ng_ulan_mm': 378, 'pinakamataas_na_temp': 33, 'pinakamababang_temp': 24, 'halumigmig': 74}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-10-13,Zaragoza,Mayo,0.81,NSIC Rc160,2022-07-08,Pamumulaklak,4.33,3.94,Wala,9,UPRIIS - Distrito 3,Banlik,169,Oo,"{'dami_ng_ulan_mm': 117, 'pinakamataas_na_temp': 35, 'pinakamababang_temp': 26, 'halumigmig': 75}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-12-06,Santa Rosa,Santo Rosario,2.49,NSIC Rc402,2023-08-10,Paglaki,4.87,4.72,Wala,3,Maliit na Sistema ng Irigasyon,Malagkit na Lupa,120,Hindi,"{'dami_ng_ulan_mm': 130, 'pinakamataas_na_temp': 30, 'pinakamababang_temp': 25, 'halumigmig': 66}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-12-19,Peñaranda,Santo Tomas,0.81,NSIC Rc402,2023-08-31,Paghinog,5.03,4.58,Wala,9,UPRIIS - Distrito 4,Burak,176,Oo,"{'dami_ng_ulan_mm': 318, 'pinakamataas_na_temp': 35, 'pinakamababang_temp': 26, 'halumigmig': 67}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-05-19,Science City of Muñoz,Linglingay,0.91,NSIC Rc160,2023-02-08,Paglaki,4.36,4.14,Wala,5,Tubig-ulan,Buhanging Lupa,149,Oo,"{'dami_ng_ulan_mm': 276, 'pinakamataas_na_temp': 33, 'pinakamababang_temp': 23, 'halumigmig': 79}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-10-04,Santa Rosa,San Josef,0.72,NSIC Rc238,2022-07-01,Paglaki,4.34,3.99,Wala,8,UPRIIS - Distrito 4,Burak,146,Hindi,"{'dami_ng_ulan_mm': 131, 'pinakamataas_na_temp': 30, 'pinakamababang_temp': 24, 'halumigmig': 66}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-06-27,Peñaranda,Callos,3.11,NSIC Rc160,2021-03-23,Pamumulaklak,5.86,1.64,Jolina,72,UPRIIS - Distrito 2,Banlik,157,Oo,"{'dami_ng_ulan_mm': 108, 'pinakamataas_na_temp': 30, 'pinakamababang_temp': 24, 'halumigmig': 74}","{'pangalan': 'Jolina', 'lakas_ng_hangin': 100, 'ulan': 280, 'tagal': 28}"
2022-05-14,Santa Rosa,Santo Rosario,4.78,PSB Rc82,2022-01-28,Paghinog,4.09,4.09,Wala,0,UPRIIS - Distrito 3,Burak,160,Hindi,"{'dami_ng_ulan_mm': 292, 'pinakamataas_na_temp': 30, 'pinakamababang_temp': 25, 'halumigmig': 68}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-10-30,Aliaga,Magsaysay,3.57,NSIC Rc402,2022-07-11,Paglaki,5.79,5.04,Wala,13,UPRIIS - Distrito 1,Malagkit na Lupa,158,Oo,"{'dami_ng_ulan_mm': 153, 'pinakamataas_na_temp': 31, 'pinakamababang_temp': 25, 'halumigmig': 82}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-11-23,Aliaga,Bibiclat,4.85,NSIC Rc238,2021-08-18,Pamumulaklak,5.98,5.74,Wala,4,UPRIIS - Distrito 1,Banlik,168,Oo,"{'dami_ng_ulan_mm': 207, 'pinakamataas_na_temp': 33, 'pinakamababang_temp': 23, 'halumigmig': 84}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-03-06,Talavera,Maestrang Kikay,0.69,NSIC Rc238,2022-12-04,Pamumulaklak,4.48,3.9,Wala,13,Maliit na Sistema ng Irigasyon,Mabuhanging Burak,146,Hindi,"{'dami_ng_ulan_mm': 236, 'pinakamataas_na_temp': 34, 'pinakamababang_temp': 25, 'halumigmig': 69}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-10-02,Guimba,San Bernardino,1.16,NSIC Rc402,2021-06-08,Pamumulaklak,5.45,2.78,Lannie,49,UPRIIS - Distrito 1,Burak,151,Oo,"{'dami_ng_ulan_mm': 162, 'pinakamataas_na_temp': 33, 'pinakamababang_temp': 24, 'halumigmig': 80}","{'pangalan': 'Lannie', 'lakas_ng_hangin': 90, 'ulan': 220, 'tagal': 67}"
2021-08-22,Peñaranda,Sinasajan,1.76,PSB Rc82,2021-05-20,Pamumulaklak,4.46,0.67,Kiko,85,Maliit na Sistema ng Irigasyon,Malagkit na Lupa,162,Oo,"{'dami_ng_ulan_mm': 215, 'pinakamataas_na_temp': 30, 'pinakamababang_temp': 24, 'halumigmig': 79}","{'pangalan': 'Kiko', 'lakas_ng_hangin': 150, 'ulan': 500, 'tagal': 24}"
2021-12-09,Gapan,Bulak,2.76,NSIC Rc222,2021-08-12,Pamumulaklak,4.37,3.85,Wala,12,UPRIIS - Distrito 1,Mabuhanging Burak,146,Hindi,"{'dami_ng_ulan_mm': 351, 'pinakamataas_na_temp': 31, 'pinakamababang_temp': 25, 'halumigmig': 78}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-03-07,Cabanatuan,Bantug,4.83,NSIC Rc222,2022-11-08,Paglaki,4.33,4.29,Wala,1,Tubig-ulan,Burak,110,Oo,"{'dami_ng_ulan_mm': 166, 'pinakamataas_na_temp': 35, 'pinakamababang_temp': 25, 'halumigmig': 78}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-06-02,Santa Rosa,Santo Rosario,3.99,NSIC Rc160,2021-02-10,Pamumulaklak,4.95,1.98,Jolina,60,UPRIIS - Distrito 1,Mabuhanging Burak,128,Hindi,"{'dami_ng_ulan_mm': 119, 'pinakamataas_na_temp': 30, 'pinakamababang_temp': 25, 'halumigmig': 71}","{'pangalan': 'Jolina', 'lakas_ng_hangin': 100, 'ulan': 280, 'tagal': 66}"
2022-03-03,Gapan,Makabaclay,4.59,NSIC Rc438,2021-11-17,Paghinog,4.85,4.36,Wala,10,UPRIIS - Distrito 1,Buhanging Lupa,124,Hindi,"{'dami_ng_ulan_mm': 265, 'pinakamataas_na_temp': 31, 'pinakamababang_temp': 24, 'halumigmig': 65}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-01-24,San Jose,Kaliwanagan,3.75,PSB Rc82,2021-10-05,Pamumulaklak,4.11,3.95,Wala,4,Tubig-ulan,Malagkit na Lupa,135,Oo,"{'dami_ng_ulan_mm': 208, 'pinakamataas_na_temp': 32, 'pinakamababang_temp': 24, 'halumigmig': 79}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-12-04,Aliaga,Bibiclat,4.0,NSIC Rc160,2021-08-29,Paghinog,5.0,4.35,Wala,13,UPRIIS - Distrito 3,Malagkit na Lupa,117,Oo,"{'dami_ng_ulan_mm': 183, 'pinakamataas_na_temp': 34, 'pinakamababang_temp': 24, 'halumigmig': 75}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-05-14,Peñaranda,Poblacion,2.43,NSIC Rc402,2023-01-30,Paglaki,4.25,4.21,Wala,1,Maliit na Sistema ng Irigasyon,Buhanging Lupa,178,Oo,"{'dami_ng_ulan_mm': 246, 'pinakamataas_na_temp': 31, 'pinakamababang_temp': 25, 'halumigmig': 69}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-03-24,Talavera,Maestrang Kikay,3.55,NSIC Rc160,2022-12-03,Pamumulaklak,4.77,4.44,Wala,7,Tubig-ulan,Malagkit na Lupa,143,Oo,"{'dami_ng_ulan_mm': 291, 'pinakamataas_na_temp': 35, 'pinakamababang_temp': 26, 'halumigmig': 71}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-11-22,Science City of Muñoz,Villa Marina,4.83,NSIC Rc402,2021-07-25,Pamumulaklak,4.69,4.36,Wala,7,Maliit na Sistema ng Irigasyon,Malagkit na Lupa,149,Oo,"{'dami_ng_ulan_mm': 254, 'pinakamataas_na_temp': 32, 'pinakamababang_temp': 25, 'halumigmig': 65}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-02-22,Science City of Muñoz,Linglingay,3.51,NSIC Rc354,2020-11-03,Paglaki,4.5,4.41,Wala,2,UPRIIS - Distrito 1,Buhanging Lupa,169,Oo,"{'dami_ng_ulan_mm': 174, 'pinakamataas_na_temp': 32, 'pinakamababang_temp': 25, 'halumigmig': 82}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-09-24,Aliaga,Bucot,2.24,NSIC Rc238,2023-06-01,Pamumulaklak,4.05,4.01,Wala,1,Maliit na Sistema ng Irigasyon,Banlik,122,Oo,"{'dami_ng_ulan_mm': 372, 'pinakamataas_na_temp': 32, 'pinakamababang_temp': 24, 'halumigmig': 82}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-07-01,Science City of Muñoz,Rizal,4.28,NSIC Rc216,2023-03-18,Paglaki,4.81,1.83,Dodong,62,UPRIIS - Distrito 2,Burak,151,Hindi,"{'dami_ng_ulan_mm': 316, 'pinakamataas_na_temp': 35, 'pinakamababang_temp': 23, 'halumigmig': 76}","{'pangalan': 'Dodong', 'lakas_ng_hangin': 120, 'ulan': 300, 'tagal': 35}"
2021-10-26,Santa Rosa,Santo Rosario,0.86,NSIC Rc216,2021-07-06,Pamumulaklak,5.08,4.32,Wala,15,Tubig-ulan,Banlik,117,Hindi,"{'dami_ng_ulan_mm': 158, 'pinakamataas_na_temp': 33, 'pinakamababang_temp': 24, 'halumigmig': 85}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-03-16,Peñaranda,Santo Tomas,3.75,NSIC Rc216,2020-11-23,Paghinog,5.94,5.35,Wala,10,Maliit na Sistema ng Irigasyon,Mabuhanging Burak,139,Hindi,"{'dami_ng_ulan_mm': 159, 'pinakamataas_na_temp': 34, 'pinakamababang_temp': 25, 'halumigmig': 74}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-07-14,Gapan,Pambuan,3.32,NSIC Rc438,2022-04-07,Paghinog,5.2,4.84,Wala,7,UPRIIS - Distrito 4,Buhanging Lupa,117,Hindi,"{'dami_ng_ulan_mm': 328, 'pinakamataas_na_temp': 34, 'pinakamababang_temp': 25, 'halumigmig': 81}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-05-08,San Jose,Santo Niño,0.58,NSIC Rc354,2023-01-25,Paghinog,5.39,4.8,Wala,11,UPRIIS - Distrito 1,Banlik,173,Hindi,"{'dami_ng_ulan_mm': 296, 'pinakamataas_na_temp': 32, 'pinakamababang_temp': 26, 'halumigmig': 67}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-11-27,Cabanatuan,Bantug,1.67,PSB Rc82,2021-08-07,Pamumulaklak,4.01,3.73,Wala,7,UPRIIS - Distrito 1,Malagkit na Lupa,147,Oo,"{'dami_ng_ulan_mm': 140, 'pinakamataas_na_temp': 31, 'pinakamababang_temp': 26, 'halumigmig': 75}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-03-14,Talavera,Dimasalang,2.84,NSIC Rc438,2021-11-21,Paglaki,4.64,4.18,Wala,10,UPRIIS - Distrito 1,Burak,128,Oo,"{'dami_ng_ulan_mm': 283, 'pinakamataas_na_temp': 35, 'pinakamababang_temp': 26, 'halumigmig': 65}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-07-22,Aliaga,La Purisima,3.41,NSIC Rc238,2023-04-08,Pamumulaklak,5.52,0.39,Egay,93,UPRIIS - Distrito 3,Burak,166,Oo,"{'dami_ng_ulan_mm': 336, 'pinakamataas_na_temp': 33, 'pinakamababang_temp': 24, 'halumigmig': 84}","{'pangalan': 'Egay', 'lakas_ng_hangin': 95, 'ulan': 250, 'tagal': 52}"
2022-03-19,Guimba,Cabaruan,2.13,NSIC Rc160,2021-12-15,Paglaki,5.39,5.07,Wala,6,UPRIIS - Distrito 2,Mabuhanging Burak,115,Hindi,"{'dami_ng_ulan_mm': 344, 'pinakamataas_na_temp': 31, 'pinakamababang_temp': 25, 'halumigmig': 69}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-01-06,Guimba,Naglabrahan,2.01,NSIC Rc438,2022-10-07,Paghinog,4.04,3.8,Wala,6,Maliit na Sistema ng Irigasyon,Burak,161,Oo,"{'dami_ng_ulan_mm': 181, 'pinakamataas_na_temp': 32, 'pinakamababang_temp': 25, 'halumigmig': 77}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-07-19,San Jose,Tondod,3.93,NSIC Rc160,2023-04-02,Pamumulaklak,4.32,0.22,Egay,95,Maliit na Sistema ng Irigasyon,Banlik,115,Oo,"{'dami_ng_ulan_mm': 102, 'pinakamataas_na_temp': 35, 'pinakamababang_temp': 26, 'halumigmig': 83}","{'pangalan': 'Egay', 'lakas_ng_hangin': 95, 'ulan': 250, 'tagal': 25}"
2021-12-19,Science City of Muñoz,Villa Marina,4.61,NSIC Rc238,2021-08-27,Paglaki,4.44,3.77,Wala,15,UPRIIS - Distrito 1,Malagkit na Lupa,179,Oo,"{'dami_ng_ulan_mm': 295, 'pinakamataas_na_temp': 31, 'pinakamababang_temp': 23, 'halumigmig': 65}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-02-23,Talavera,Maestrang Kikay,2.38,NSIC Rc402,2020-11-04,Paglaki,5.29,4.97,Wala,6,UPRIIS - Distrito 1,Banlik,139,Hindi,"{'dami_ng_ulan_mm': 130, 'pinakamataas_na_temp': 33, 'pinakamababang_temp': 23, 'halumigmig': 82}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-01-16,Aliaga,Bucot,1.5,NSIC Rc402,2020-10-01,Pamumulaklak,4.64,4.18,Wala,10,UPRIIS - Distrito 3,Mabuhanging Burak,117,Oo,"{'dami_ng_ulan_mm': 179, 'pinakamataas_na_temp': 31, 'pinakamababang_temp': 24, 'halumigmig': 74}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-05-25,San Jose,Malasin,2.85,NSIC Rc438,2021-02-10,Paglaki,5.62,5.45,Wala,3,UPRIIS - Distrito 3,Banlik,119,Oo,"{'dami_ng_ulan_mm': 254, 'pinakamataas_na_temp': 31, 'pinakamababang_temp': 23, 'halumigmig': 66}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-09-05,Aliaga,San Pablo,0.76,NSIC Rc160,2021-06-06,Pamumulaklak,4.92,4.48,Wala,9,Tubig-ulan,Buhanging Lupa,104,Oo,"{'dami_ng_ulan_mm': 296, 'pinakamataas_na_temp': 30, 'pinakamababang_temp': 25, 'halumigmig': 79}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-01-13,Cabanatuan,Capaya,0.79,NSIC Rc238,2022-09-18,Pamumulaklak,4.08,3.55,Wala,13,UPRIIS - Distrito 1,Burak,172,Oo,"{'dami_ng_ulan_mm': 123, 'pinakamataas_na_temp': 31, 'pinakamababang_temp': 25, 'halumigmig': 81}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-06-05,Peñaranda,Poblacion,2.28,PSB Rc82,2021-02-22,Paghinog,5.71,3.83,Jolina,33,UPRIIS - Distrito 3,Buhanging Lupa,179,Hindi,"{'dami_ng_ulan_mm': 102, 'pinakamataas_na_temp': 32, 'pinakamababang_temp': 25, 'halumigmig': 77}","{'pangalan': 'Jolina', 'lakas_ng_hangin': 100, 'ulan': 280, 'tagal': 71}"
2022-08-16,Santa Rosa,San Josef,4.4,NSIC Rc160,2022-05-04,Paglaki,4.37,4.2,Wala,4,Maliit na Sistema ng Irigasyon,Malagkit na Lupa,107,Oo,"{'dami_ng_ulan_mm': 219, 'pinakamataas_na_temp': 35, 'pinakamababang_temp': 26, 'halumigmig': 68}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-06-27,Peñaranda,Sinasajan,1.37,NSIC Rc216,2023-03-12,Paghinog,4.26,2.68,Dodong,37,Tubig-ulan,Banlik,132,Oo,"{'dami_ng_ulan_mm': 350, 'pinakamataas_na_temp': 31, 'pinakamababang_temp': 26, 'halumigmig': 77}","{'pangalan': 'Dodong', 'lakas_ng_hangin': 120, 'ulan': 300, 'tagal': 56}"
2021-11-06,Cabanatuan,Dalampang,3.75,PSB Rc82,2021-07-27,Pamumulaklak,4.63,4.12,Wala,11,UPRIIS - Distrito 2,Mabuhanging Burak,176,Oo,"{'dami_ng_ulan_mm': 298, 'pinakamataas_na_temp': 34, 'pinakamababang_temp': 25, 'halumigmig': 82}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-03-19,San Jose,Kaliwanagan,4.68,NSIC Rc222,2020-12-13,Pamumulaklak,5.58,5.08,Wala,9,Maliit na Sistema ng Irigasyon,Malagkit na Lupa,123,Oo,"{'dami_ng_ulan_mm': 236, 'pinakamataas_na_temp': 35, 'pinakamababang_temp': 24, 'halumigmig': 80}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-12-16,Santa Rosa,Santo Rosario,1.72,PSB Rc82,2023-09-14,Paghinog,5.73,5.33,Wala,7,UPRIIS - Distrito 4,Burak,171,Hindi,"{'dami_ng_ulan_mm': 188, 'pinakamataas_na_temp': 30, 'pinakamababang_temp': 23, 'halumigmig': 83}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-04-29,Santa Rosa,Tagpos,3.26,NSIC Rc238,2021-01-20,Paghinog,4.61,4.38,Wala,5,UPRIIS - Distrito 4,Malagkit na Lupa,140,Oo,"{'dami_ng_ulan_mm': 342, 'pinakamataas_na_temp': 35, 'pinakamababang_temp': 23, 'halumigmig': 75}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-04-20,Cabanatuan,Dalampang,3.24,NSIC Rc402,2023-01-16,Pamumulaklak,5.08,4.72,Wala,7,UPRIIS - Distrito 3,Banlik,137,Oo,"{'dami_ng_ulan_mm': 187, 'pinakamataas_na_temp': 35, 'pinakamababang_temp': 24, 'halumigmig': 73}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-02-08,Talavera,Maestrang Kikay,3.17,NSIC Rc402,2020-10-28,Paghinog,5.64,5.02,Wala,11,UPRIIS - Distrito 2,Buhanging Lupa,158,Oo,"{'dami_ng_ulan_mm': 308, 'pinakamataas_na_temp': 33, 'pinakamababang_temp': 23, 'halumigmig': 75}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-01-13,Zaragoza,Santo Rosario,3.26,NSIC Rc160,2020-09-23,Paglaki,5.4,4.86,Wala,10,UPRIIS - Distrito 2,Mabuhanging Burak,137,Oo,"{'dami_ng_ulan_mm': 136, 'pinakamataas_na_temp': 32, 'pinakamababang_temp': 24, 'halumigmig': 75}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-09-04,Zaragoza,Batitang,3.49,NSIC Rc438,2022-05-14,Pamumulaklak,4.68,3.18,Inday,32,Maliit na Sistema ng Irigasyon,Burak,117,Oo,"{'dami_ng_ulan_mm': 354, 'pinakamataas_na_temp': 33, 'pinakamababang_temp': 25, 'halumigmig': 79}","{'pangalan': 'Inday', 'lakas_ng_hangin': 130, 'ulan': 450, 'tagal': 29}"
2023-06-17,Peñaranda,Las Piñas,2.27,NSIC Rc222,2023-03-10,Pamumulaklak,5.06,0.4,Dodong,92,UPRIIS - Distrito 3,Malagkit na Lupa,130,Hindi,"{'dami_ng_ulan_mm': 384, 'pinakamataas_na_temp': 35, 'pinakamababang_temp': 23, 'halumigmig': 75}","{'pangalan': 'Dodong', 'lakas_ng_hangin': 120, 'ulan': 300, 'tagal': 62}"
2023-05-27,Peñaranda,Callos,4.09,NSIC Rc216,2023-02-26,Pamumulaklak,4.37,3.76,Wala,14,Tubig-ulan,Burak,160,Oo,"{'dami_ng_ulan_mm': 199, 'pinakamataas_na_temp': 35, 'pinakamababang_temp': 26, 'halumigmig': 82}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2021-04-03,Science City of Muñoz,Rizal,4.24,NSIC Rc354,2020-12-29,Pamumulaklak,5.99,5.75,Wala,4,Tubig-ulan,Buhanging Lupa,174,Oo,"{'dami_ng_ulan_mm': 241, 'pinakamataas_na_temp': 31, 'pinakamababang_temp': 24, 'halumigmig': 71}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-01-03,Santa Rosa,San Josef,3.25,NSIC Rc438,2022-09-12,Paglaki,4.33,4.16,Wala,4,Maliit na Sistema ng Irigasyon,Mabuhanging Burak,173,Oo,"{'dami_ng_ulan_mm': 393, 'pinakamataas_na_temp': 30, 'pinakamababang_temp': 23, 'halumigmig': 65}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-01-30,Gapan,Bulak,3.96,NSIC Rc402,2022-10-06,Paghinog,4.22,3.88,Wala,8,Tubig-ulan,Buhanging Lupa,173,Oo,"{'dami_ng_ulan_mm': 127, 'pinakamataas_na_temp': 33, 'pinakamababang_temp': 25, 'halumigmig': 74}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-10-12,Talavera,Bagong Sikat,1.35,NSIC Rc354,2022-06-22,Pamumulaklak,5.93,5.16,Wala,13,UPRIIS - Distrito 4,Buhanging Lupa,109,Oo,"{'dami_ng_ulan_mm': 254, 'pinakamataas_na_temp': 32, 'pinakamababang_temp': 23, 'halumigmig': 74}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2023-05-07,Aliaga,Magsaysay,3.31,NSIC Rc438,2023-01-24,Pamumulaklak,5.42,5.09,Wala,6,UPRIIS - Distrito 3,Mabuhanging Burak,158,Oo,"{'dami_ng_ulan_mm': 350, 'pinakamataas_na_temp': 30, 'pinakamababang_temp': 23, 'halumigmig': 85}","{'pangalan': '', 'lakas_ng_hangin': 0, 'ulan': 0, 'tagal': 0}"
2022-07-15,Talavera,Esguerra,4.15,NSIC Rc222,2022-04-15,Pamumulaklak,5.57,2.73,Henry,51,UPRIIS - Distrito 2,Mabuhanging Burak,145,Hindi,"{'dami_ng_ulan_mm': 324, 'pinakamataas_na_temp': 33, 'pinakamababang_temp': 23, 'halumigmig': 69}","{'pangalan': 'Henry', 'lakas_ng_hangin': 110, 'ulan': 350, 'tagal': 48}"
