ID_Magsasaka,Bayan,Uri_ng_Lupa,Panahon,Taon,Petsa_ng_Pagtatanim,Petsa_ng_Pag_aani,Uri_ng_Palay,Sukat_ng_Bukid_Ektarya,Inaasahang_Ani_Sako,Aktwal_na_Ani_Sako,Kilos_kada_Sako,Kabuuang_Kilos,Presyo_kada_Kilo,Kabuuang_Kita,Tagal_ng_Paglago_Araw,Kabuuang_Ulan_mm,Temperatura_Celsius,Antas_ng_Tagumpay,Mga_Hamon,Mga_Rekomendasyon,Total_Inaasahang_Kilo,Aktwal_Nabentang_Kilo,Total_Inaasahang_Kita,Aktwal_Nabentang_Kita,Planting_Month,Planting_Day,Reaping_Month,Reaping_Day,Planting_Typhoon_Risk,Reaping_Typhoon_Risk,Typhoon_Risk,Uri_ng_Palay_Freq,Bayan_Freq,Uri_ng_Lupa_Freq
Gap000,Gapan,Banlik,Tag-ulan,2020,25/5/2020,9/9/2020,PSB Rc82,1.24,104.16,76,60,4537.58,16.05,72828.19,107,316.04,28.4,8,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,6249.6,4560,1671.768,1219.8,5,25,9,9,0,1,1,948,745,1501
Gap001,Gapan,Malagkit na Lupa,Tag-ulan,2020,17/6/2020,11/10/2020,NSIC Rc222,0.6,50.4,72,60,4313.96,16.05,69238.99,116,236.5,28.6,8.3,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,3024,4320,808.92,1155.6,6,17,10,11,1,1,1,952,745,1511
Gap002,Gapan,Mabuhanging Burak,Tag-ulan,2020,3/6/2020,26/9/2020,NSIC Rc222,1.94,162.96,59,60,3514.81,16.05,56412.66,115,258.4,26.7,9.4,Wala,Wala,9777.6,3540,2615.508,946.95,6,3,9,26,1,1,1,952,745,1500
Gap003,Gapan,Burak,Tag-ulan,2020,10/5/2020,19/8/2020,NSIC Rc216,3.29,276.36,68,60,4086.42,16.05,65587.02,101,259.23,25.9,8,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,16581.6,4080,4435.578,1091.4,5,10,8,19,0,1,1,957,745,1548
Gap004,Gapan,Buhanging Lupa,Tag-ulan,2020,20/6/2020,1/10/2020,NSIC Rc222,1.04,87.36,59,60,3541.92,16.05,56847.82,103,406.24,30.7,6,Matinding Ulan; Mababang Ani,Pagpapalakas ng drainage system; Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,5241.6,3540,1402.128,946.95,6,20,10,1,1,1,1,952,745,1539
Gap005,Gapan,Mabuhanging Burak,Tag-ulan,2020,6/6/2020,3/10/2020,PSB Rc82,3.53,296.52,92,60,5500.71,16.05,88286.4,119,396.02,25.6,8.5,Wala,Wala,17791.2,5520,4759.146,1476.6,6,6,10,3,1,1,1,948,745,1500
Gap006,Gapan,Buhanging Lupa,Tag-ulan,2020,19/6/2020,15/10/2020,PSB Rc82,4.36,366.24,81,60,4877.01,16.05,78276.09,118,303.56,25.4,8.1,Wala,Wala,21974.4,4860,5878.152,1300.05,6,19,10,15,1,1,1,948,745,1539
Gap007,Gapan,Burak,Tag-ulan,2020,22/6/2020,5/10/2020,PSB Rc82,1.7,142.8,55,60,3321.12,16.05,53303.99,105,265.22,26.2,8.6,Wala,Wala,8568,3300,2291.94,882.75,6,22,10,5,1,1,1,948,745,1548
Gap008,Gapan,Buhanging Lupa,Tag-ulan,2020,7/6/2020,17/9/2020,NSIC Rc222,4.75,399,74,60,4427.18,16.05,71056.16,102,361.98,27.2,7.9,Wala,Wala,23940,4440,6403.95,1187.7,6,7,9,17,1,1,1,952,745,1539
Gap009,Gapan,Malagkit na Lupa,Tag-ulan,2020,24/6/2020,9/10/2020,NSIC Rc402,4.01,336.84,51,60,3053.4,16.05,49007.07,107,353.42,29.2,7.7,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,20210.4,3060,5406.282,818.55,6,24,10,9,1,1,1,994,745,1511
Gap010,Gapan,Buhanging Lupa,Tag-ulan,2020,11/5/2020,23/8/2020,NSIC Rc216,1.23,103.32,57,60,3446.24,16.05,55312.13,104,415.18,25,6.2,Matinding Ulan; Mababang Ani,Pagpapalakas ng drainage system; Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,6199.2,3420,1658.286,914.85,5,11,8,23,0,1,1,957,745,1539
Gap011,Gapan,Mabuhanging Burak,Tag-ulan,2020,2/6/2020,11/9/2020,NSIC Rc402,1.67,140.28,72,60,4294.8,16.05,68931.55,101,362.96,30.3,6.6,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,8416.8,4320,2251.494,1155.6,6,2,9,11,1,1,1,994,745,1500
Gap012,Gapan,Burak,Tag-ulan,2020,2/6/2020,18/9/2020,PSB Rc82,3.26,273.84,57,60,3425.91,16.05,54985.79,108,251.33,30,8.1,Wala,Wala,16430.4,3420,4395.132,914.85,6,2,9,18,1,1,1,948,745,1548
Gap013,Gapan,Banlik,Tag-ulan,2020,18/6/2020,1/10/2020,NSIC Rc222,3.83,321.72,62,60,3727.43,16.05,59825.2,105,316.81,27.5,8,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,19303.2,3720,5163.606,995.1,6,18,10,1,1,1,1,952,745,1501
Gap014,Gapan,Buhanging Lupa,Tag-ulan,2020,10/5/2020,22/8/2020,NSIC Rc402,1.69,141.96,68,60,4079.69,16.05,65478.94,104,258.8,26.6,8.5,Wala,Wala,8517.6,4080,2278.458,1091.4,5,10,8,22,0,1,1,994,745,1539
Gap015,Gapan,Malagkit na Lupa,Tag-ulan,2020,6/5/2020,1/9/2020,NSIC Rc222,4.82,404.88,54,60,3211.54,16.05,51545.24,118,402.49,28,6.9,Matinding Ulan; Mababang Ani,Pagpapalakas ng drainage system; Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,24292.8,3240,6498.324,866.7,5,6,9,1,0,1,1,952,745,1511
Gap016,Gapan,Burak,Tag-ulan,2020,16/6/2020,11/10/2020,PSB Rc82,0.78,65.52,59,60,3546.68,16.05,56924.23,117,339.11,26.4,8,Wala,Wala,3931.2,3540,1051.596,946.95,6,16,10,11,1,1,1,948,745,1548
Gap017,Gapan,Buhanging Lupa,Tag-ulan,2020,14/6/2020,12/10/2020,NSIC Rc222,1.06,89.04,59,60,3523.23,16.05,56547.83,120,261.01,30.2,7.9,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,5342.4,3540,1429.092,946.95,6,14,10,12,1,1,1,952,745,1539
Gap018,Gapan,Malagkit na Lupa,Tag-ulan,2020,6/5/2020,28/8/2020,NSIC Rc216,3.68,309.12,65,60,3874.47,16.05,62185.19,114,232.52,27.2,9.1,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,18547.2,3900,4961.376,1043.25,5,6,8,28,0,1,1,957,745,1511
Gap019,Gapan,Banlik,Tag-ulan,2020,20/6/2020,14/10/2020,PSB Rc82,2.86,240.24,67,60,4024.18,16.05,64588.1,116,301.7,28.2,8.5,Wala,Wala,14414.4,4020,3855.852,1075.35,6,20,10,14,1,1,1,948,745,1501
Gap020,Gapan,Mabuhanging Burak,Tag-ulan,2020,8/5/2020,31/8/2020,PSB Rc82,3.65,306.6,61,60,3661.09,16.05,58760.51,115,291.05,28.8,9.1,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,18396,3660,4920.93,979.05,5,8,8,31,0,1,1,948,745,1500
Gap021,Gapan,Banlik,Tag-ulan,2020,2/6/2020,10/9/2020,PSB Rc82,3.5,294,66,60,3973.75,16.05,63778.69,100,334.64,29.5,7.4,Wala,Wala,17640,3960,4718.7,1059.3,6,2,9,10,1,1,1,948,745,1501
Gap022,Gapan,Malagkit na Lupa,Tag-ulan,2020,12/5/2020,7/9/2020,NSIC Rc216,2.42,203.28,57,60,3432.02,16.05,55083.91,118,250.71,27.4,8.6,Wala,Wala,12196.8,3420,3262.644,914.85,5,12,9,7,0,1,1,957,745,1511
Gap023,Gapan,Mabuhanging Burak,Tag-ulan,2020,1/6/2020,10/9/2020,PSB Rc82,3.68,309.12,55,60,3304.87,16.05,53043.13,101,359.74,29.8,7.5,Wala,Wala,18547.2,3300,4961.376,882.75,6,1,9,10,1,1,1,948,745,1500
Gap024,Gapan,Mabuhanging Burak,Tag-ulan,2020,2/5/2020,15/8/2020,NSIC Rc216,3.8,319.2,68,60,4084.06,16.05,65549.17,105,231.36,28.7,8.6,Wala,Wala,19152,4080,5123.16,1091.4,5,2,8,15,0,1,1,957,745,1500
Gap025,Gapan,Banlik,Tag-ulan,2020,14/5/2020,3/9/2020,NSIC Rc402,0.55,46.2,86,60,5154.89,16.05,82735.93,112,201.09,28.1,9.5,Wala,Wala,2772,5160,741.51,1380.3,5,14,9,3,0,1,1,994,745,1501
Gap026,Gapan,Burak,Tag-ulan,2020,10/5/2020,29/8/2020,PSB Rc82,2.13,178.92,66,60,3955.08,16.05,63479.05,111,394.89,26.1,8.5,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,10735.2,3960,2871.666,1059.3,5,10,8,29,0,1,1,948,745,1548
Gap027,Gapan,Mabuhanging Burak,Tag-ulan,2020,7/6/2020,1/10/2020,PSB Rc82,0.92,77.28,65,60,3887.44,16.05,62393.44,116,258.28,29.5,8.6,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,4636.8,3900,1240.344,1043.25,6,7,10,1,1,1,1,948,745,1500
Gap028,Gapan,Banlik,Tag-ulan,2020,4/5/2020,30/8/2020,NSIC Rc402,1.35,113.4,80,60,4788.01,16.05,76847.61,118,222.86,26.7,8.8,Wala,Wala,6804,4800,1820.07,1284,5,4,8,30,0,1,1,994,745,1501
Gap029,Gapan,Burak,Tag-ulan,2020,12/6/2020,28/9/2020,PSB Rc82,3.98,334.32,51,60,3068.18,16.05,49244.31,108,329.82,26.7,7.8,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,20059.2,3060,5365.836,818.55,6,12,9,28,1,1,1,948,745,1548
Gap030,Gapan,Buhanging Lupa,Tag-ulan,2020,9/6/2020,30/9/2020,NSIC Rc222,2.05,172.2,58,60,3492.62,16.05,56056.6,113,288.2,29.5,9.4,Wala,Wala,10332,3480,2763.81,930.9,6,9,9,30,1,1,1,952,745,1539
Gap031,Gapan,Banlik,Tag-ulan,2020,5/6/2020,24/9/2020,PSB Rc82,0.86,72.24,77,60,4636.49,16.05,74415.65,111,321.08,28.5,8.9,Wala,Wala,4334.4,4620,1159.452,1235.85,6,5,9,24,1,1,1,948,745,1501
Gap032,Gapan,Banlik,Tag-ulan,2020,14/6/2020,5/10/2020,PSB Rc82,2.81,236.04,73,60,4389.65,16.05,70453.84,113,283.04,28.7,9.1,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,14162.4,4380,3788.442,1171.65,6,14,10,5,1,1,1,948,745,1501
Gap033,Gapan,Burak,Tag-ulan,2020,10/6/2020,24/9/2020,NSIC Rc402,2.16,181.44,77,60,4597.5,16.05,73789.83,106,293.81,28.9,8.7,Wala,Wala,10886.4,4620,2912.112,1235.85,6,10,9,24,1,1,1,994,745,1548
Gap034,Gapan,Burak,Tag-ulan,2020,1/5/2020,14/8/2020,NSIC Rc216,0.71,59.64,87,60,5226.17,16.05,83879.99,105,275.15,27.6,9.1,Wala,Wala,3578.4,5220,957.222,1396.35,5,1,8,14,0,1,1,957,745,1548
Gap035,Gapan,Burak,Tag-ulan,2020,24/6/2020,16/10/2020,NSIC Rc216,2.43,204.12,69,60,4128.55,16.05,66263.29,114,250.5,27.9,9.2,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,12247.2,4140,3276.126,1107.45,6,24,10,16,1,1,1,957,745,1548
Gap036,Gapan,Malagkit na Lupa,Tag-ulan,2020,18/5/2020,27/8/2020,NSIC Rc222,4.08,342.72,56,60,3348.5,16.05,53743.47,101,259.45,25.8,7.8,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,20563.2,3360,5500.656,898.8,5,18,8,27,0,1,1,952,745,1511
Gap037,Gapan,Mabuhanging Burak,Tag-ulan,2020,17/6/2020,30/9/2020,NSIC Rc222,4.35,365.4,91,60,5462.39,16.05,87671.42,105,312.93,28.4,8.6,Wala,Wala,21924,5460,5864.67,1460.55,6,17,9,30,1,1,1,952,745,1500
Gap038,Gapan,Mabuhanging Burak,Tag-ulan,2020,18/6/2020,26/9/2020,NSIC Rc216,4.69,393.96,79,60,4719.77,16.05,75752.26,100,339.14,27.1,7.4,Wala,Wala,23637.6,4740,6323.058,1267.95,6,18,9,26,1,1,1,957,745,1500
Gap039,Gapan,Malagkit na Lupa,Tag-ulan,2020,1/5/2020,19/8/2020,NSIC Rc402,2.44,204.96,60,60,3627.58,16.05,58222.73,110,320.4,29.1,8.5,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,12297.6,3600,3289.608,963,5,1,8,19,0,1,1,994,745,1511
Gap040,Gapan,Banlik,Tag-ulan,2020,2/5/2020,28/8/2020,NSIC Rc402,4.04,339.36,68,60,4063.76,16.05,65223.38,118,322.24,26.3,8.7,Wala,Wala,20361.6,4080,5446.728,1091.4,5,2,8,28,0,1,1,994,745,1501
Gap041,Gapan,Buhanging Lupa,Tag-ulan,2020,5/6/2020,19/9/2020,NSIC Rc222,3.23,271.32,75,60,4529.33,16.05,72695.76,106,307.47,28.7,7.9,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,16279.2,4500,4354.686,1203.75,6,5,9,19,1,1,1,952,745,1539
Gap042,Gapan,Banlik,Tag-ulan,2020,16/6/2020,25/9/2020,NSIC Rc402,3.38,283.92,73,60,4391.46,16.05,70483.01,101,300.36,23.8,6.7,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,17035.2,4380,4556.916,1171.65,6,16,9,25,1,1,1,994,745,1501
Gap043,Gapan,Mabuhanging Burak,Tag-ulan,2020,16/5/2020,31/8/2020,PSB Rc82,2.28,191.52,63,60,3779.6,16.05,60662.53,107,308.02,32.4,7.6,Wala,Wala,11491.2,3780,3073.896,1011.15,5,16,8,31,0,1,1,948,745,1500
Gap044,Gapan,Buhanging Lupa,Tag-ulan,2020,25/5/2020,19/9/2020,NSIC Rc402,1.52,127.68,52,60,3114.99,16.05,49995.51,117,282,26.5,8.4,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,7660.8,3120,2049.264,834.6,5,25,9,19,0,1,1,994,745,1539
Gap045,Gapan,Banlik,Tag-ulan,2020,18/6/2020,7/10/2020,NSIC Rc222,3.36,282.24,71,60,4277.16,16.05,68648.34,111,318.67,28.6,8.3,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,16934.4,4260,4529.952,1139.55,6,18,10,7,1,1,1,952,745,1501
Gap046,Gapan,Buhanging Lupa,Tag-ulan,2020,26/6/2020,7/10/2020,NSIC Rc216,4.8,403.2,58,60,3477.17,16.05,55808.63,103,359.64,25.5,7.4,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,24192,3480,6471.36,930.9,6,26,10,7,1,1,1,957,745,1539
Gap047,Gapan,Burak,Tag-ulan,2020,20/6/2020,8/10/2020,NSIC Rc402,1.97,165.48,71,60,4285.85,16.05,68787.88,110,336.57,29.2,8.7,Wala,Wala,9928.8,4260,2655.954,1139.55,6,20,10,8,1,1,1,994,745,1548
Gap048,Gapan,Malagkit na Lupa,Tag-ulan,2020,20/5/2020,11/9/2020,NSIC Rc222,1.94,162.96,73,60,4392.14,16.05,70493.79,114,292.89,28.7,9.2,Wala,Wala,9777.6,4380,2615.508,1171.65,5,20,9,11,0,1,1,952,745,1511
Gap049,Gapan,Buhanging Lupa,Tag-ulan,2020,4/5/2020,13/8/2020,PSB Rc82,4.19,351.96,70,60,4229.63,16.05,67885.53,101,351.47,29.7,7.9,Wala,Wala,21117.6,4200,5648.958,1123.5,5,4,8,13,0,1,1,948,745,1539
Gap050,Gapan,Burak,Tag-ulan,2020,17/5/2020,12/9/2020,PSB Rc82,4.89,410.76,73,60,4399,16.05,70603.88,118,242.85,29.6,8.8,Wala,Wala,24645.6,4380,6592.698,1171.65,5,17,9,12,0,1,1,948,745,1548
Gap051,Gapan,Burak,Tag-ulan,2020,12/6/2020,25/9/2020,NSIC Rc402,0.61,51.24,61,60,3641.67,16.05,58448.74,105,296.77,28.1,8.5,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,3074.4,3660,822.402,979.05,6,12,9,25,1,1,1,994,745,1548
Gap052,Gapan,Buhanging Lupa,Tag-ulan,2020,13/6/2020,9/10/2020,NSIC Rc216,3.53,296.52,75,60,4476.46,16.05,71847.22,118,303.66,27.7,8.3,Wala,Wala,17791.2,4500,4759.146,1203.75,6,13,10,9,1,1,1,957,745,1539
Gap053,Gapan,Buhanging Lupa,Tag-ulan,2020,20/5/2020,14/9/2020,NSIC Rc222,3.64,305.76,74,60,4423.89,16.05,71003.51,117,359.59,27.8,8.7,Wala,Wala,18345.6,4440,4907.448,1187.7,5,20,9,14,0,1,1,952,745,1539
Gap054,Gapan,Banlik,Tag-ulan,2020,24/5/2020,20/9/2020,NSIC Rc402,3.34,280.56,77,60,4647.17,16.05,74587.12,119,244.02,27.2,8.9,Wala,Wala,16833.6,4620,4502.988,1235.85,5,24,9,20,0,1,1,994,745,1501
Gap055,Gapan,Buhanging Lupa,Tag-ulan,2020,23/6/2020,11/10/2020,NSIC Rc222,1.44,120.96,59,60,3527.87,16.05,56622.36,110,308.93,30.5,7.9,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,7257.6,3540,1941.408,946.95,6,23,10,11,1,1,1,952,745,1539
Gap056,Gapan,Mabuhanging Burak,Tag-ulan,2020,15/5/2020,25/8/2020,NSIC Rc402,2.35,197.4,60,60,3595.46,16.05,57707.14,102,330.15,26.3,7.2,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,11844,3600,3168.27,963,5,15,8,25,0,1,1,994,745,1500
Gap057,Gapan,Burak,Tag-ulan,2020,27/5/2020,19/9/2020,PSB Rc82,3.82,320.88,66,60,3932.35,16.05,63114.23,115,424.26,28.5,7.6,Matinding Ulan; Mababang Ani,Pagpapalakas ng drainage system; Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,19252.8,3960,5150.124,1059.3,5,27,9,19,0,1,1,948,745,1548
Gap058,Gapan,Burak,Tag-ulan,2020,21/5/2020,18/9/2020,NSIC Rc402,2.56,215.04,59,60,3528,16.05,56624.47,120,363.77,27.7,7.9,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,12902.4,3540,3451.392,946.95,5,21,9,18,0,1,1,994,745,1548
Gap059,Gapan,Burak,Tag-ulan,2020,17/5/2020,28/8/2020,PSB Rc82,1.5,126,86,60,5162.08,16.05,82851.44,103,326.67,29.7,7.8,Wala,Wala,7560,5160,2022.3,1380.3,5,17,8,28,0,1,1,948,745,1548
Gap060,Gapan,Burak,Tag-ulan,2020,8/5/2020,27/8/2020,NSIC Rc216,2.64,221.76,64,60,3869.99,16.05,62113.3,111,360.91,30.1,8.1,Wala,Wala,13305.6,3840,3559.248,1027.2,5,8,8,27,0,1,1,957,745,1548
San000,Santa Rosa,Malagkit na Lupa,Tag-ulan,2020,2/5/2020,23/8/2020,NSIC Rc222,3.33,279.72,57,60,3428.92,16.05,55034.11,113,343.61,27.4,8.6,Wala,Wala,16783.2,3420,4489.506,914.85,5,2,8,23,0,1,1,952,876,1511
San001,Santa Rosa,Malagkit na Lupa,Tag-ulan,2020,19/6/2020,8/10/2020,NSIC Rc222,1.86,156.24,76,60,4586.85,16.05,73618.97,111,271.41,28.7,9.2,Wala,Wala,9374.4,4560,2507.652,1219.8,6,19,10,8,1,1,1,952,876,1511
San002,Santa Rosa,Banlik,Tag-ulan,2020,15/6/2020,1/10/2020,NSIC Rc402,2.84,238.56,71,60,4275.23,16.05,68617.38,108,346.66,27.6,8.1,Wala,Wala,14313.6,4260,3828.888,1139.55,6,15,10,1,1,1,1,994,876,1501
San003,Santa Rosa,Burak,Tag-ulan,2020,10/5/2020,23/8/2020,NSIC Rc222,4.76,399.84,82,60,4921.16,16.05,78984.63,105,353.26,30.9,7.6,Wala,Wala,23990.4,4920,6417.432,1316.1,5,10,8,23,0,1,1,952,876,1548
San004,Santa Rosa,Malagkit na Lupa,Tag-ulan,2020,17/5/2020,11/9/2020,NSIC Rc402,3.22,270.48,53,60,3202.91,16.05,51406.68,117,254.18,26.3,8.4,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,16228.8,3180,4341.204,850.65,5,17,9,11,0,1,1,994,876,1511
San005,Santa Rosa,Burak,Tag-ulan,2020,4/5/2020,17/8/2020,NSIC Rc222,2.47,207.48,57,60,3439.48,16.05,55203.63,105,292.98,28.6,8.8,Wala,Wala,12448.8,3420,3330.054,914.85,5,4,8,17,0,1,1,952,876,1548
San006,Santa Rosa,Buhanging Lupa,Tag-ulan,2020,19/6/2020,11/10/2020,NSIC Rc222,4.77,400.68,77,60,4609.39,16.05,73980.67,114,273.77,30.7,8.8,Wala,Wala,24040.8,4620,6430.914,1235.85,6,19,10,11,1,1,1,952,876,1539
San007,Santa Rosa,Buhanging Lupa,Tag-ulan,2020,18/6/2020,10/10/2020,PSB Rc82,2.23,187.32,71,60,4249.51,16.05,68204.58,114,321.2,28.1,8.9,Wala,Wala,11239.2,4260,3006.486,1139.55,6,18,10,10,1,1,1,948,876,1539
San008,Santa Rosa,Burak,Tag-ulan,2020,10/6/2020,27/9/2020,NSIC Rc402,3.51,294.84,77,60,4610.61,16.05,74000.24,109,228.2,25.4,8.8,Wala,Wala,17690.4,4620,4732.182,1235.85,6,10,9,27,1,1,1,994,876,1548
San009,Santa Rosa,Malagkit na Lupa,Tag-ulan,2020,6/6/2020,15/9/2020,PSB Rc82,2.29,192.36,70,60,4178.48,16.05,67064.63,101,314.05,23.7,7,Wala,Wala,11541.6,4200,3087.378,1123.5,6,6,9,15,1,1,1,948,876,1511
San010,Santa Rosa,Buhanging Lupa,Tag-ulan,2020,18/6/2020,7/10/2020,PSB Rc82,0.88,73.92,80,60,4791.03,16.05,76896.06,111,350.63,27.7,8.9,Wala,Wala,4435.2,4800,1186.416,1284,6,18,10,7,1,1,1,948,876,1539
San011,Santa Rosa,Malagkit na Lupa,Tag-ulan,2020,24/5/2020,18/9/2020,NSIC Rc222,3.33,279.72,45,60,2710.96,16.05,43510.97,117,462.15,32.6,6.1,Matinding Ulan; Mababang Ani,Pagpapalakas ng drainage system; Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,16783.2,2700,4489.506,722.25,5,24,9,18,0,1,1,952,876,1511
San012,Santa Rosa,Buhanging Lupa,Tag-ulan,2020,24/6/2020,4/10/2020,NSIC Rc222,2.36,198.24,71,60,4282.93,16.05,68741.06,102,290.93,27.8,8.3,Wala,Wala,11894.4,4260,3181.752,1139.55,6,24,10,4,1,1,1,952,876,1539
San013,Santa Rosa,Buhanging Lupa,Tag-ulan,2020,15/5/2020,25/8/2020,NSIC Rc216,3.16,265.44,70,60,4188.05,16.05,67218.28,102,349.78,31.4,7.1,Wala,Wala,15926.4,4200,4260.312,1123.5,5,15,8,25,0,1,1,957,876,1539
San014,Santa Rosa,Malagkit na Lupa,Tag-ulan,2020,16/5/2020,9/9/2020,NSIC Rc216,3.11,261.24,72,60,4343.05,16.05,69705.94,116,218.1,24.4,8.2,Wala,Wala,15674.4,4320,4192.902,1155.6,5,16,9,9,0,1,1,957,876,1511
San015,Santa Rosa,Burak,Tag-ulan,2020,19/5/2020,1/9/2020,NSIC Rc216,3.54,297.36,54,60,3231.9,16.05,51871.98,105,268.9,29.2,8.4,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,17841.6,3240,4772.628,866.7,5,19,9,1,0,1,1,957,876,1548
San016,Santa Rosa,Mabuhanging Burak,Tag-ulan,2020,14/6/2020,29/9/2020,NSIC Rc222,2.55,214.2,85,60,5111.92,16.05,82046.28,107,324.84,30.1,7.6,Wala,Wala,12852,5100,3437.91,1364.25,6,14,9,29,1,1,1,952,876,1500
San017,Santa Rosa,Mabuhanging Burak,Tag-ulan,2020,12/6/2020,2/10/2020,NSIC Rc222,4.28,359.52,63,60,3757.28,16.05,60304.29,112,240.02,23.4,8.6,Wala,Wala,21571.2,3780,5770.296,1011.15,6,12,10,2,1,1,1,952,876,1500
San018,Santa Rosa,Buhanging Lupa,Tag-ulan,2020,4/5/2020,16/8/2020,NSIC Rc222,1.56,131.04,60,60,3606.18,16.05,57879.15,104,342.9,26.3,7.4,Wala,Wala,7862.4,3600,2103.192,963,5,4,8,16,0,1,1,952,876,1539
San019,Santa Rosa,Burak,Tag-ulan,2020,26/6/2020,23/10/2020,NSIC Rc222,4.08,342.72,87,60,5210.43,16.05,83627.46,119,199.08,28.3,8.4,Wala,Wala,20563.2,5220,5500.656,1396.35,6,26,10,23,1,1,1,952,876,1548
San020,Santa Rosa,Malagkit na Lupa,Tag-ulan,2020,27/6/2020,5/10/2020,NSIC Rc402,3.64,305.76,82,60,4929.34,16.05,79115.87,100,339.66,27.8,7.7,Wala,Wala,18345.6,4920,4907.448,1316.1,6,27,10,5,1,1,1,994,876,1511
San021,Santa Rosa,Malagkit na Lupa,Tag-ulan,2020,1/6/2020,19/9/2020,NSIC Rc216,1.61,135.24,91,60,5436.18,16.05,87250.64,110,277.11,27.7,9.8,Wala,Wala,8114.4,5460,2170.602,1460.55,6,1,9,19,1,1,1,957,876,1511
San022,Santa Rosa,Buhanging Lupa,Tag-ulan,2020,23/6/2020,21/10/2020,PSB Rc82,2.02,169.68,80,60,4819.55,16.05,77353.75,120,281.47,25.3,9.2,Wala,Wala,10180.8,4800,2723.364,1284,6,23,10,21,1,1,1,948,876,1539
San023,Santa Rosa,Banlik,Tag-ulan,2020,15/6/2020,2/10/2020,NSIC Rc222,1.06,89.04,70,60,4186.16,16.05,67187.88,109,264.27,29,8.7,Wala,Wala,5342.4,4200,1429.092,1123.5,6,15,10,2,1,1,1,952,876,1501
San024,Santa Rosa,Mabuhanging Burak,Tag-ulan,2020,8/5/2020,19/8/2020,NSIC Rc216,3.81,320.04,77,60,4642.41,16.05,74510.75,103,316.08,28.3,7.5,Wala,Wala,19202.4,4620,5136.642,1235.85,5,8,8,19,0,1,1,957,876,1500
San025,Santa Rosa,Banlik,Tag-ulan,2020,16/6/2020,8/10/2020,NSIC Rc222,1.28,107.52,83,60,4968.68,16.05,79747.31,114,250.24,27.6,9.4,Wala,Wala,6451.2,4980,1725.696,1332.15,6,16,10,8,1,1,1,952,876,1501
San026,Santa Rosa,Mabuhanging Burak,Tag-ulan,2020,15/5/2020,28/8/2020,PSB Rc82,3.3,277.2,68,60,4076.53,16.05,65428.38,105,191.15,28.4,8,Wala,Wala,16632,4080,4449.06,1091.4,5,15,8,28,0,1,1,948,876,1500
San027,Santa Rosa,Mabuhanging Burak,Tag-ulan,2020,19/5/2020,31/8/2020,NSIC Rc216,1.29,108.36,77,60,4627.4,16.05,74269.7,104,371.44,25.1,7.4,Wala,Wala,6501.6,4620,1739.178,1235.85,5,19,8,31,0,1,1,957,876,1500
San028,Santa Rosa,Banlik,Tag-ulan,2020,10/6/2020,30/9/2020,PSB Rc82,3.57,299.88,73,60,4354.94,16.05,69896.81,112,270.7,28.7,9.2,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,17992.8,4380,4813.074,1171.65,6,10,9,30,1,1,1,948,876,1501
